0,51.5092542642049,-0.161044683143343,39.0801932055037,-0.0159208954342258,0.0466744615317909,0.0122127430786707
0.5,51.5092543440972,-0.161044805042917,39.100123582175,0.0800893444697214,0.0127397809718692,-0.00701396196476755
1,51.5092551169913,-0.161044961037014,39.074154419126,0.161477595099333,0.0199935260174597,0.0032849866983222
1.5,51.5092573202412,-0.161044789445504,39.0457965694368,0.333569759977667,0.0220482716055086,0.0160063801151114
2,51.5092601249051,-0.161044785574325,39.0058387487661,0.546223734903768,0.0404694753598942,0.0280045274354673
2.5,51.5092639331733,-0.161044999640194,39.0091598723084,0.761415799409391,0.0513558859422102,0.0147402592466051
3,51.5092686677626,-0.161044485643868,39.0149333626032,0.996978600180976,0.0611725125789673,0.00415234294653954
3.5,51.5092738105287,-0.161044177346617,39.0063905445859,1.11092573272219,0.0379645283925941,-0.000513887832906623
4,51.5092796646377,-0.161043718362469,38.9980966257863,1.1732228265694,0.0233915250913084,-0.0178074580280529
4.5,51.509284841023,-0.161043148660402,38.9519743281417,1.21050195082219,0.0159737368387348,-0.0203689274053361
5,51.509290331652,-0.161043325244336,38.9808300228324,1.22256384698579,0.0102382460213611,-0.0408303540330656
5.5,51.5092962601511,-0.161043113079447,38.9693398140371,1.24096474327611,-0.00452110635069593,-0.0461836124050583
6,51.5093012165561,-0.161042821266475,38.9609210307244,1.23742685504743,0.0131493808114518,-0.0496766402704468
6.5,51.5093067888373,-0.161042153488945,38.9580284371041,1.23788158720894,0.0180932686926435,-0.0443447948661198
7,51.5093127449802,-0.161041910601102,38.9619127418846,1.25261258263642,0.00709216806566589,-0.036136616309288
7.5,51.5093182931493,-0.161041416974662,38.9911625522655,1.25243967965097,0.0103333514605625,-0.0382739839099603
8,51.5093238709743,-0.161040859285391,38.9720995321404,1.24393772615205,0.00685249721047794,-0.0318009962663779
8.5,51.5093296215941,-0.161040577114146,38.9871837480459,1.24952080966265,0.00297765406674141,-0.0370014270064581
9,51.5093350764314,-0.161040463077629,38.9810955484863,1.25659851163053,0.0102303073487324,-0.0379793230450297
9.5,51.5093405861847,-0.161040151613226,38.9535169007722,1.26327618663847,0.0227538106369204,-0.0302139852075857
10,51.5093461814695,-0.161040160166813,38.9195982450619,1.24969087442125,0.0287109627786196,-0.021352352396357
10.5,51.5093518017342,-0.161040172807376,38.91000675736,1.24769625743733,0.0238488925662485,-0.0120664277398188
11,51.5093573128592,-0.161040130519779,38.8713446652982,1.25903983456678,0.0148003552077279,-0.0131579241406474
11.5,51.5093628591626,-0.16103980378568,38.851176164113,1.2571083666775,0.0240934592968459,-0.00500015376710605
12,51.5093684046149,-0.161039765495528,38.8358201961964,1.2569036920184,0.00956144527969475,-0.00453602661693209
12.5,51.5093741335193,-0.161039591541278,38.8246788319666,1.24632768713752,-0.00372202396853122,-0.00613155800970477
13,51.5093796197674,-0.161039790252037,38.8356732837856,1.24305637983459,-0.00190699591366253,-0.0125670222946027
13.5,51.5093851589472,-0.161040167871295,38.8629677512217,1.24364167730675,0.0038394455228284,-0.0143605183127431
